Deck size,Moves,Variant,Winner
40,166,0,1
40,136,0,1
40,142,0,1
40,86,0,1
40,366,0,1
40,122,0,1
40,144,0,0
40,674,0,0
40,234,0,0
40,396,0,1
40,242,0,0
40,104,0,0
40,92,0,1
40,446,0,1
40,128,0,0
40,192,0,0
40,122,0,0
40,162,0,0
40,358,0,0
40,228,0,0
40,262,0,1
40,450,0,1
40,196,0,1
40,162,0,1
40,66,0,0
40,184,0,0
40,290,0,1
40,260,0,1
40,64,0,1
40,318,0,1
40,98,0,1
40,164,0,0
40,182,0,0
40,48,0,0
40,64,0,0
40,362,0,1
40,122,0,1
40,118,0,1
40,416,0,1
40,270,0,1
40,100,0,1
40,150,0,0
40,214,0,1
40,122,0,0
40,286,0,1
40,74,0,1
40,246,0,0
40,124,0,1
40,514,0,1
40,770,0,0
40,188,0,1
40,72,0,0
40,92,0,0
40,262,0,1
40,74,0,0
40,276,0,1
40,112,0,0
40,220,0,0
40,50,0,1
40,276,0,1
40,234,0,0
40,440,0,1
40,68,0,0
40,274,0,0
40,370,0,1
40,120,0,1
40,96,0,1
40,454,0,0
40,308,0,0
40,232,0,1
40,346,0,0
40,88,0,1
40,58,0,0
40,82,0,0
40,192,0,0
40,212,0,0
40,256,0,0
40,272,0,0
40,392,0,1
40,178,0,1
40,44,0,1
40,72,0,0
40,122,0,1
40,136,0,1
40,56,0,1
40,182,0,0
40,84,0,1
40,312,0,0
40,316,0,1
40,406,0,1
40,64,0,0
40,134,0,0
40,608,0,1
40,96,0,0
40,222,0,1
40,58,0,1
40,112,0,1
40,150,0,0
40,338,0,0
40,40,0,1
40,410,0,0
40,176,0,0
40,54,0,0
40,88,0,1
40,302,0,1
40,50,0,1
40,244,0,1
40,142,0,0
40,418,0,1
40,46,0,1
40,364,0,1
40,126,0,0
40,252,0,1
40,162,0,1
40,72,0,1
40,216,0,0
40,90,0,0
40,26,0,1
40,82,0,1
40,258,0,0
40,338,0,1
40,100,0,1
40,130,0,0
40,100,0,1
40,628,0,1
40,76,0,1
40,164,0,1
40,94,0,0
40,162,0,1
40,90,0,0
40,198,0,1
40,154,0,1
40,180,0,1
40,160,0,0
40,96,0,0
40,132,0,0
40,292,0,1
40,108,0,1
40,258,0,0
40,162,0,0
40,124,0,1
40,442,0,1
40,380,0,0
40,134,0,0
40,296,0,0
40,146,0,1
40,98,0,1
40,32,0,1
40,482,0,0
40,86,0,1
40,276,0,0
40,558,0,0
40,290,0,1
40,720,0,0
40,90,0,0
40,376,0,0
40,236,0,0
40,56,0,0
40,74,0,1
40,106,0,0
40,460,0,1
40,258,0,1
40,334,0,0
40,40,0,1
40,36,0,1
40,230,0,0
40,76,0,1
40,324,0,1
40,194,0,0
40,256,0,0
40,192,0,1
40,124,0,1
40,122,0,0
40,128,0,1
40,68,0,1
40,72,0,0
40,188,0,0
40,194,0,1
40,582,0,0
40,336,0,1
40,108,0,1
40,990,0,1
40,70,0,0
40,196,0,1
40,466,0,1
40,174,0,1
40,66,0,1
40,114,0,0
40,168,0,0
40,240,0,1
40,142,0,0
40,178,0,1
40,228,0,0
40,128,0,0
40,120,0,0
40,30,0,0
40,48,0,0
40,206,0,0
40,180,0,1
40,638,0,1
40,80,0,1
40,40,0,1
40,174,0,1
40,56,0,0
40,98,0,0
40,64,0,0
40,68,0,1
40,48,0,0
40,82,0,0
40,344,0,0
40,214,0,0
40,56,0,1
40,266,0,0
40,180,0,0
40,208,0,0
40,338,0,1
40,52,0,0
40,142,0,0
40,282,0,1
40,340,0,0
40,204,0,0
40,160,0,0
40,36,0,1
40,368,0,0
40,40,0,0
40,94,0,1
40,56,0,0
40,70,0,1
40,326,0,0
40,72,0,1
40,206,0,0
40,46,0,0
40,322,0,0
40,112,0,1
40,560,0,1
40,278,0,0
40,434,0,1
40,94,0,0
40,238,0,1
40,56,0,0
40,78,0,0
40,90,0,1
40,198,0,0
40,42,0,0
40,86,0,1
40,180,0,1
40,66,0,1
40,382,0,1
40,60,0,1
40,250,0,0
40,112,0,1
40,140,0,0
40,146,0,1
40,218,0,1
40,262,0,0
40,120,0,0
40,700,0,1
40,92,0,1
40,80,0,0
40,212,0,0
40,98,0,1
40,52,0,0
40,184,0,1
40,108,0,1
40,66,0,1
40,356,0,1
40,134,0,1
40,298,0,1
40,104,0,0
40,232,0,1
40,470,0,1
40,212,0,0
40,56,0,0
40,364,0,1
40,102,0,0
40,154,0,0
40,336,0,1
40,186,0,1
40,60,0,0
40,58,0,0
40,116,0,0
40,146,0,1
40,50,0,0
40,62,0,0
40,88,0,1
40,88,0,1
40,394,0,0
40,72,0,0
40,68,0,0
40,140,0,1
40,76,0,0
40,800,0,1
40,50,0,0
40,208,0,1
40,116,0,0
40,140,0,1
40,314,0,0
40,48,0,0
40,58,0,1
40,176,0,1
40,70,0,1
40,218,0,0
40,330,0,1
40,90,0,1
40,268,0,1
40,124,0,1
40,616,0,0
40,94,0,0
40,68,0,1
40,110,0,0
40,44,0,1
40,258,0,1
40,84,0,0
40,42,0,1
40,386,0,1
40,150,0,1
40,94,0,0
40,182,0,0
40,186,0,0
40,172,0,0
40,64,0,1
40,124,0,0
40,152,0,1
40,368,0,1
40,74,0,1
40,168,0,1
40,146,0,0
40,334,0,0
40,422,0,1
40,488,0,0
40,186,0,1
40,64,0,0
40,362,0,1
40,400,0,1
40,54,0,0
40,68,0,1
40,546,0,1
40,64,0,1
40,488,0,0
40,78,0,1
40,120,0,1
40,448,0,1
40,80,0,1
40,244,0,1
40,154,0,1
40,56,0,1
40,48,0,1
40,438,0,1
40,72,0,1
40,124,0,0
40,612,0,1
40,112,0,1
40,282,0,1
40,66,0,0
40,494,0,1
40,136,0,1
40,332,0,1
40,46,0,1
40,228,0,0
40,96,0,1
40,208,0,0
40,72,0,1
40,80,0,0
40,96,0,1
40,484,0,1
40,54,0,0
40,72,0,0
40,250,0,0
40,32,0,0
40,100,0,1
40,74,0,1
40,272,0,0
40,108,0,1
40,96,0,1
40,142,0,0
40,90,0,0
40,312,0,0
40,62,0,1
40,220,0,0
40,108,0,0
40,68,0,1
40,36,0,0
40,176,0,0
40,454,0,0
40,132,0,0
40,110,0,1
40,90,0,0
40,158,0,0
40,146,0,1
40,50,0,1
40,162,0,0
40,364,0,1
40,78,0,0
40,136,0,0
40,232,0,1
40,160,0,1
40,218,0,0
40,176,0,0
40,136,0,1
40,106,0,1
40,56,0,0
40,448,0,0
40,72,0,0
40,322,0,1
40,56,0,1
40,140,0,1
40,208,0,1
40,138,0,1
40,398,0,1
40,86,0,1
40,244,0,1
40,46,0,1
40,266,0,1
40,62,0,1
40,246,0,1
40,90,0,1
40,100,0,1
40,200,0,1
40,40,0,0
40,60,0,1
40,94,0,1
40,192,0,0
40,112,0,0
40,722,0,0
40,88,0,0
40,188,0,1
40,412,0,1
40,58,0,1
40,154,0,1
40,122,0,1
40,182,0,1
40,180,0,0
40,74,0,1
40,68,0,0
40,80,0,0
40,178,0,1
40,188,0,0
40,112,0,1
40,138,0,1
40,178,0,0
40,120,0,1
40,322,0,1
40,104,0,0
40,560,0,0
40,220,0,1
40,104,0,1
40,44,0,1
40,66,0,1
40,172,0,1
40,938,0,1
40,110,0,0
40,144,0,1
40,294,0,0
40,44,0,0
40,158,0,0
40,186,0,1
40,124,0,0
40,42,0,0
40,100,0,1
40,300,0,0
40,130,0,0
40,78,0,0
40,132,0,1
40,92,0,1
40,178,0,0
40,102,0,0
40,118,0,1
40,86,0,1
40,102,0,0
