Deck size,Moves,Variant,Winner
24,14,0,1
24,54,0,0
24,134,0,1
24,42,0,0
24,38,0,0
24,116,0,0
24,16,0,1
24,44,0,0
24,66,0,1
24,104,0,0
24,28,0,1
24,30,0,1
24,38,0,1
24,14,0,0
24,32,0,1
24,60,0,1
24,20,0,1
24,114,0,1
24,148,0,0
24,58,0,0
24,38,0,1
24,46,0,1
24,104,0,0
24,14,0,1
24,30,0,1
24,50,0,1
24,28,0,0
24,88,0,1
24,20,0,1
24,32,0,1
24,30,0,1
24,162,0,0
24,12,0,0
24,136,0,1
24,104,0,0
24,34,0,1
24,110,0,1
24,74,0,1
24,20,0,0
24,18,0,1
24,38,0,0
24,146,0,0
24,36,0,1
24,140,0,0
24,16,0,1
24,44,0,0
24,72,0,0
24,40,0,0
24,78,0,1
24,56,0,1
24,120,0,1
24,64,0,1
24,32,0,1
24,28,0,0
24,110,0,1
24,34,0,1
24,40,0,1
24,18,0,0
24,34,0,1
24,78,0,0
24,60,0,0
24,18,0,0
24,36,0,0
24,114,0,0
24,34,0,1
24,96,0,1
24,60,0,0
24,16,0,1
24,56,0,1
24,58,0,0
24,58,0,0
24,32,0,1
24,192,0,1
24,48,0,1
24,56,0,0
24,28,0,0
24,96,0,1
24,42,0,0
24,18,0,0
24,148,0,1
24,18,0,0
24,32,0,1
24,18,0,0
24,40,0,0
24,148,0,1
24,30,0,0
24,34,0,1
24,50,0,1
24,24,0,0
24,36,0,0
24,84,0,1
24,116,0,0
24,14,0,1
24,26,0,1
24,84,0,1
24,42,0,0
24,26,0,0
24,40,0,1
24,54,0,1
24,30,0,0
24,98,0,1
24,22,0,1
24,42,0,0
24,66,0,0
24,36,0,0
24,96,0,0
24,48,0,1
24,44,0,1
24,74,0,1
24,28,0,0
24,56,0,0
24,44,0,1
24,82,0,0
24,22,0,0
24,66,0,1
24,80,0,1
24,28,0,1
24,60,0,0
24,28,0,0
24,50,0,1
24,26,0,1
24,120,0,0
24,64,0,0
24,22,0,0
24,66,0,1
24,24,0,0
24,104,0,1
24,118,0,0
24,38,0,0
24,50,0,1
24,24,0,1
24,148,0,1
24,30,0,1
24,44,0,1
24,34,0,0
24,24,0,1
24,64,0,1
24,84,0,0
24,36,0,1
24,22,0,0
24,34,0,1
24,24,0,1
24,72,0,1
24,18,0,1
24,30,0,0
24,68,0,0
24,176,0,0
24,50,0,1
24,28,0,1
24,44,0,1
24,170,0,1
24,52,0,0
24,72,0,0
24,48,0,0
24,88,0,1
24,46,0,0
24,26,0,1
24,14,0,0
24,202,0,1
24,38,0,0
24,80,0,0
24,20,0,0
24,38,0,0
24,22,0,0
24,40,0,1
24,110,0,1
24,40,0,0
24,40,0,1
24,42,0,0
24,88,0,0
24,38,0,1
24,28,0,1
24,164,0,0
24,88,0,1
24,36,0,0
24,60,0,1
24,26,0,1
24,34,0,1
24,28,0,1
24,36,0,1
24,12,0,1
24,170,0,0
24,66,0,0
24,18,0,0
24,96,0,1
24,24,0,0
24,24,0,0
24,32,0,1
24,48,0,0
24,34,0,0
24,40,0,0
24,30,0,0
24,58,0,0
24,24,0,1
24,28,0,1
24,62,0,1
24,72,0,0
24,58,0,1
24,56,0,1
24,68,0,1
24,34,0,0
24,26,0,1
24,42,0,0
24,88,0,1
24,28,0,1
24,46,0,1
24,18,0,1
24,54,0,0
24,58,0,0
24,22,0,1
24,104,0,0
24,88,0,0
24,60,0,1
24,148,0,1
24,30,0,0
24,28,0,0
24,36,0,0
24,96,0,1
24,20,0,1
24,86,0,0
24,64,0,0
24,46,0,0
24,46,0,1
24,60,0,1
24,36,0,1
24,84,0,0
24,34,0,1
24,20,0,1
24,66,0,0
24,90,0,1
24,22,0,1
24,86,0,1
24,58,0,1
24,20,0,0
24,52,0,0
24,20,0,1
24,38,0,0
24,28,0,1
24,80,0,1
24,26,0,1
24,60,0,0
24,60,0,1
24,32,0,1
24,48,0,0
24,26,0,0
24,26,0,0
24,124,0,1
24,82,0,0
24,50,0,1
24,20,0,1
24,26,0,0
24,52,0,1
24,142,0,0
24,32,0,1
24,24,0,0
24,76,0,1
24,242,0,0
24,184,0,0
24,32,0,0
24,44,0,1
24,40,0,0
24,44,0,0
24,54,0,0
24,52,0,0
24,38,0,0
24,44,0,0
24,116,0,0
24,16,0,1
24,40,0,1
24,22,0,0
24,12,0,1
24,78,0,0
24,30,0,0
24,44,0,0
24,66,0,0
24,18,0,0
24,30,0,0
24,206,0,1
24,26,0,0
24,24,0,1
24,106,0,0
24,38,0,0
24,24,0,0
24,82,0,1
24,70,0,1
24,80,0,0
24,28,0,0
24,152,0,0
24,30,0,0
24,170,0,0
24,38,0,1
24,16,0,0
24,90,0,1
24,62,0,0
24,262,0,0
24,48,0,0
24,30,0,0
24,16,0,1
24,62,0,0
24,44,0,1
24,112,0,0
24,132,0,0
24,36,0,0
24,50,0,0
24,30,0,0
24,46,0,0
24,42,0,1
24,80,0,0
24,26,0,0
24,168,0,0
24,14,0,1
24,58,0,1
24,62,0,0
24,22,0,0
24,20,0,1
24,20,0,0
24,60,0,1
24,22,0,0
24,32,0,1
24,60,0,1
24,18,0,1
24,44,0,1
24,60,0,0
24,46,0,0
24,64,0,0
24,160,0,1
24,28,0,1
24,62,0,0
24,80,0,1
24,32,0,0
24,44,0,1
24,28,0,0
24,28,0,1
24,138,0,1
24,22,0,1
24,66,0,0
24,46,0,0
24,42,0,1
24,58,0,1
24,150,0,1
24,76,0,0
24,84,0,0
24,126,0,0
24,56,0,0
24,84,0,1
24,102,0,1
24,102,0,0
24,22,0,1
24,24,0,0
24,58,0,0
24,38,0,1
24,60,0,1
24,14,0,1
24,94,0,0
24,26,0,0
24,122,0,0
24,26,0,1
24,40,0,0
24,42,0,1
24,26,0,1
24,60,0,1
24,70,0,0
24,20,0,1
24,58,0,1
24,162,0,1
24,112,0,0
24,50,0,1
24,50,0,1
24,60,0,0
24,46,0,1
24,56,0,1
24,14,0,1
24,46,0,1
24,36,0,1
24,56,0,0
24,34,0,0
24,76,0,0
24,18,0,0
24,64,0,1
24,56,0,1
24,62,0,0
24,148,0,0
24,60,0,1
24,68,0,1
24,34,0,0
24,26,0,1
24,28,0,0
24,106,0,0
24,110,0,1
24,24,0,0
24,38,0,0
24,26,0,1
24,40,0,1
24,164,0,1
24,48,0,0
24,32,0,0
24,34,0,1
24,16,0,1
24,34,0,1
24,96,0,1
24,40,0,1
24,72,0,0
24,42,0,1
24,92,0,1
24,54,0,0
24,130,0,0
24,48,0,1
24,50,0,1
24,20,0,1
24,126,0,1
24,66,0,1
24,42,0,1
24,74,0,0
24,18,0,0
24,94,0,1
24,28,0,1
24,32,0,0
24,34,0,0
24,62,0,0
24,62,0,0
24,70,0,1
24,16,0,1
24,64,0,1
24,12,0,1
24,116,0,0
24,30,0,0
24,68,0,0
24,20,0,0
24,54,0,0
24,70,0,1
24,20,0,1
24,50,0,1
24,52,0,0
24,56,0,1
24,22,0,0
24,24,0,1
24,28,0,1
24,36,0,0
24,86,0,1
24,54,0,1
24,66,0,0
24,70,0,1
24,56,0,0
24,56,0,0
24,52,0,0
24,18,0,1
24,22,0,1
24,20,0,1
24,32,0,0
24,76,0,0
24,132,0,1
24,20,0,0
24,28,0,1
24,174,0,1
24,26,0,1
24,56,0,1
24,52,0,0
24,70,0,0
24,36,0,1
24,98,0,1
24,24,0,0
24,48,0,0
24,48,0,1
24,78,0,1
24,30,0,0
24,88,0,0
24,42,0,0
24,106,0,0
24,20,0,0
24,80,0,1
24,56,0,0
24,46,0,0
24,76,0,1
24,26,0,0
24,56,0,1
24,70,0,1
24,14,0,1
24,32,0,0
24,20,0,1
24,64,0,1
24,18,0,0
24,22,0,1
24,234,0,1
24,34,0,1
24,112,0,1
24,32,0,1
24,168,0,1
24,28,0,1
24,56,0,1
24,52,0,0
24,84,0,1
24,18,0,1
24,138,0,0
24,38,0,1
24,42,0,1
24,50,0,0
24,28,0,1
24,76,0,1
24,76,0,1
24,90,0,0
24,30,0,0
24,66,0,1
24,76,0,1
24,16,0,1
24,30,0,0
24,86,0,1
24,72,0,0
24,28,0,0
24,28,0,0
24,96,0,1
24,36,0,1
24,26,0,0
24,130,0,0
24,34,0,0
24,22,0,1
24,56,0,1
24,76,0,1
24,16,0,1
24,26,0,1
24,20,0,0
24,94,0,1
24,24,0,0
24,14,0,1
24,134,0,0
24,90,0,1
24,26,0,0
24,56,0,1
24,42,0,0
24,42,0,0
24,94,0,0
24,26,0,1
24,92,0,1
24,50,0,0
24,52,0,1
24,30,0,1
24,32,0,1
24,64,0,0
24,72,0,0
24,26,0,0
24,66,0,0
24,32,0,1
24,16,0,1
24,26,0,1
24,14,0,1
24,70,0,0
24,66,0,1
24,30,0,0
24,30,0,1
24,142,0,1
24,264,0,0
24,156,0,1
24,58,0,1
24,76,0,0
24,150,0,0
24,120,0,0
24,68,0,1
24,56,0,1
24,30,0,0
24,38,0,1
24,40,0,1
24,22,0,0
24,24,0,0
24,138,0,1
24,28,0,0
24,70,0,1
24,64,0,0
24,74,0,1
24,72,0,0
24,82,0,0
24,40,0,1
24,12,0,1
24,70,0,0
24,60,0,1
24,68,0,0
24,28,0,0
24,14,0,1
24,40,0,1
24,28,0,1
24,24,0,1
24,22,0,1
24,42,0,1
24,44,0,1
24,24,0,1
24,48,0,0
24,58,0,1
24,52,0,0
24,30,0,0
24,116,0,1
24,34,0,0
24,38,0,1
24,36,0,1
24,52,0,0
24,112,0,1
24,24,0,0
24,32,0,1
24,26,0,0
24,60,0,1
24,60,0,0
24,32,0,1
24,22,0,1
24,70,0,1
24,34,0,1
24,74,0,0
24,20,0,1
24,124,0,0
24,28,0,1
24,40,0,1
24,38,0,1
24,18,0,1
24,46,0,0
24,108,0,1
24,16,0,0
24,44,0,0
24,34,0,1
24,24,0,0
24,86,0,0
24,32,0,1
24,32,0,1
24,28,0,1
24,42,0,1
24,46,0,1
24,14,0,1
24,40,0,0
24,20,0,0
24,56,0,1
24,58,0,1
24,66,0,1
24,28,0,1
24,108,0,1
24,34,0,1
24,108,0,0
24,44,0,0
24,20,0,0
24,30,0,1
24,22,0,0
24,38,0,0
24,38,0,1
24,26,0,0
24,34,0,1
24,72,0,0
24,38,0,0
24,102,0,0
24,42,0,0
24,46,0,0
24,38,0,1
24,22,0,0
24,130,0,0
24,32,0,0
24,28,0,1
24,38,0,1
24,14,0,1
24,30,0,1
24,18,0,0
24,24,0,1
24,22,0,0
24,76,0,1
24,34,0,0
24,18,0,1
24,76,0,0
24,30,0,1
24,28,0,0
24,16,0,1
24,26,0,0
24,18,0,1
24,64,0,0
24,94,0,0
24,28,0,0
24,50,0,1
24,40,0,1
24,126,0,0
24,24,0,0
24,30,0,1
24,98,0,0
24,24,0,1
24,72,0,0
24,26,0,1
24,28,0,1
24,60,0,1
24,78,0,0
24,112,0,1
24,122,0,1
24,46,0,1
24,62,0,0
24,14,0,1
24,20,0,1
24,24,0,1
24,40,0,0
24,30,0,1
24,58,0,0
24,54,0,1
24,22,0,0
24,72,0,1
24,60,0,1
24,76,0,1
24,42,0,0
24,14,0,0
24,18,0,1
24,62,0,1
24,80,0,1
24,22,0,1
24,54,0,1
24,34,0,1
24,48,0,1
24,26,0,0
24,132,0,1
24,52,0,1
24,130,0,1
24,84,0,0
24,54,0,0
24,16,0,0
24,26,0,1
24,26,0,0
24,16,0,0
24,104,0,1
24,70,0,1
24,32,0,0
24,88,0,0
24,70,0,0
24,18,0,0
24,50,0,1
24,40,0,1
24,28,0,1
24,20,0,0
24,114,0,1
24,38,0,0
24,118,0,0
24,34,0,0
24,46,0,0
24,58,0,1
24,76,0,0
24,32,0,1
24,92,0,0
24,24,0,0
24,68,0,0
24,22,0,0
24,84,0,1
24,110,0,0
24,114,0,1
24,20,0,0
24,28,0,1
24,18,0,0
24,28,0,1
24,68,0,1
24,72,0,1
24,48,0,1
24,54,0,1
24,40,0,0
24,22,0,0
24,38,0,0
24,20,0,0
24,36,0,1
24,66,0,0
24,36,0,1
24,30,0,1
24,36,0,1
24,36,0,1
24,26,0,1
24,72,0,0
24,72,0,0
24,96,0,0
24,108,0,0
24,40,0,1
24,44,0,1
24,162,0,1
24,44,0,1
24,18,0,1
24,54,0,1
24,30,0,0
24,52,0,1
24,86,0,0
24,34,0,0
24,30,0,0
24,48,0,1
24,48,0,1
24,72,0,0
24,36,0,0
24,46,0,0
24,44,0,1
24,60,0,1
24,28,0,1
24,66,0,1
24,22,0,1
24,32,0,0
24,78,0,0
24,50,0,1
24,22,0,0
24,50,0,1
24,34,0,0
24,32,0,1
24,86,0,0
24,124,0,0
24,48,0,1
24,52,0,0
24,16,0,0
24,36,0,1
24,24,0,0
24,18,0,0
24,48,0,1
24,40,0,0
24,12,0,1
24,32,0,1
24,48,0,0
24,24,0,1
24,28,0,0
24,88,0,1
24,86,0,0
24,48,0,1
24,28,0,1
24,54,0,0
24,26,0,1
24,24,0,1
24,170,0,0
24,42,0,0
24,52,0,0
24,26,0,0
24,58,0,0
24,34,0,1
24,34,0,0
24,112,0,0
24,18,0,0
24,22,0,0
24,22,0,0
24,34,0,0
24,48,0,0
24,142,0,0
24,72,0,1
24,38,0,0
24,78,0,1
24,130,0,0
24,36,0,0
24,36,0,0
24,56,0,0
24,32,0,1
24,50,0,1
24,40,0,1
24,70,0,1
24,78,0,0
24,34,0,1
24,44,0,1
24,28,0,1
24,90,0,1
24,98,0,0
24,34,0,0
24,50,0,1
24,14,0,0
24,42,0,1
24,28,0,1
24,50,0,0
24,56,0,0
24,100,0,0
24,82,0,0
24,22,0,1
24,18,0,0
24,18,0,1
24,28,0,1
24,52,0,0
24,148,0,1
24,54,0,0
24,22,0,0
24,22,0,1
24,22,0,1
24,228,0,0
24,76,0,1
24,52,0,0
24,28,0,1
24,16,0,0
24,26,0,1
24,102,0,0
24,52,0,1
24,34,0,1
24,34,0,1
24,58,0,0
24,82,0,0
24,22,0,0
24,80,0,1
24,18,0,1
24,254,0,0
24,42,0,0
24,14,0,1
24,150,0,1
24,22,0,0
24,46,0,0
24,54,0,0
24,38,0,1
24,38,0,1
24,52,0,1
24,24,0,1
24,16,0,1
24,60,0,1
24,54,0,1
24,90,0,0
24,64,0,1
24,28,0,1
24,26,0,0
24,98,0,0
24,30,0,1
24,54,0,0
24,64,0,0
24,114,0,1
24,42,0,0
24,60,0,0
24,78,0,1
24,70,0,1
24,38,0,0
24,20,0,1
24,52,0,0
24,24,0,0
24,52,0,1
24,36,0,1
24,22,0,0
24,80,0,1
24,38,0,0
24,60,0,1
24,50,0,0
24,16,0,1
24,54,0,1
24,50,0,0
24,78,0,0
24,38,0,0
24,70,0,0
24,40,0,0
24,70,0,1
24,84,0,1
24,38,0,1
24,34,0,0
24,20,0,1
24,64,0,0
24,52,0,0
24,36,0,1
24,90,0,1
24,76,0,0
24,54,0,0
24,46,0,1
24,18,0,1
24,42,0,1
24,100,0,1
24,24,0,1
24,102,0,1
24,50,0,0
24,60,0,1
24,44,0,0
24,22,0,1
24,46,0,0
24,34,0,0
24,78,0,0
24,16,0,1
24,74,0,1
