Deck size,Moves,Variant,Winner
36,154,0,0
36,230,0,0
36,118,0,0
36,300,0,0
36,224,0,0
36,366,0,0
36,92,0,0
36,214,0,1
36,134,0,1
36,92,0,0
36,32,0,1
36,422,0,0
36,124,0,1
36,66,0,0
36,270,0,0
36,176,0,1
36,160,0,0
36,148,0,0
36,38,0,0
36,110,0,1
36,106,0,0
36,72,0,1
36,66,0,1
36,58,0,0
36,52,0,0
36,200,0,1
36,180,0,0
36,98,0,1
36,42,0,1
36,40,0,0
36,184,0,0
36,56,0,0
36,28,0,1
36,74,0,0
36,40,0,1
36,122,0,1
36,174,0,0
36,182,0,1
36,96,0,0
36,90,0,1
36,134,0,0
36,66,0,0
36,82,0,1
36,294,0,1
36,186,0,1
36,198,0,1
36,56,0,0
36,82,0,1
36,142,0,0
36,214,0,0
36,74,0,0
36,152,0,0
36,162,0,0
36,348,0,0
36,354,0,0
36,168,0,1
36,32,0,1
36,32,0,0
36,164,0,1
36,78,0,1
36,86,0,1
36,26,0,1
36,40,0,1
36,110,0,1
36,46,0,1
36,166,0,1
36,30,0,0
36,362,0,0
36,68,0,1
36,114,0,1
36,156,0,1
36,234,0,0
36,248,0,0
36,46,0,0
36,58,0,0
36,256,0,1
36,68,0,0
36,62,0,1
36,188,0,0
36,92,0,0
36,192,0,0
36,58,0,0
36,48,0,0
36,88,0,1
36,66,0,0
36,152,0,1
36,182,0,1
36,584,0,1
36,160,0,1
36,404,0,1
36,154,0,0
36,68,0,0
36,272,0,0
36,262,0,1
36,88,0,0
36,210,0,0
36,32,0,0
36,102,0,0
36,216,0,1
36,82,0,1
36,72,0,1
36,260,0,1
36,22,0,1
36,74,0,1
36,112,0,0
36,92,0,1
36,172,0,0
36,62,0,0
36,64,0,1
36,146,0,0
36,360,0,0
36,40,0,0
36,146,0,0
36,218,0,0
36,56,0,1
36,178,0,0
36,32,0,0
36,580,0,1
36,38,0,1
36,34,0,0
36,78,0,1
36,426,0,1
36,102,0,0
36,224,0,0
36,340,0,0
36,88,0,1
36,328,0,0
36,90,0,1
36,88,0,1
36,124,0,1
36,20,0,0
36,110,0,0
36,50,0,1
36,76,0,0
36,56,0,1
36,108,0,1
36,110,0,1
36,714,0,0
36,76,0,1
36,168,0,1
36,74,0,1
36,298,0,0
36,216,0,0
36,308,0,0
36,152,0,0
36,48,0,0
36,100,0,1
36,110,0,1
36,72,0,0
36,152,0,1
36,372,0,0
36,382,0,0
36,38,0,0
36,258,0,1
36,160,0,1
36,56,0,0
36,96,0,1
36,156,0,0
36,198,0,0
36,46,0,0
36,140,0,1
36,76,0,0
36,286,0,0
36,162,0,1
36,284,0,1
36,304,0,1
36,118,0,1
36,82,0,0
36,38,0,0
36,640,0,1
36,100,0,0
36,110,0,0
36,58,0,1
36,104,0,0
36,384,0,1
36,104,0,1
36,300,0,1
36,78,0,0
36,174,0,1
36,104,0,1
36,66,0,1
36,226,0,0
36,40,0,1
36,26,0,0
36,146,0,0
36,68,0,1
36,140,0,0
36,228,0,0
36,58,0,0
36,84,0,0
36,58,0,1
36,314,0,0
36,136,0,0
36,120,0,0
36,126,0,0
36,202,0,0
36,86,0,1
36,192,0,1
36,70,0,1
36,72,0,1
36,74,0,0
36,44,0,0
36,58,0,0
36,160,0,0
36,190,0,0
36,352,0,0
36,46,0,0
36,462,0,1
36,50,0,0
36,92,0,0
36,78,0,1
36,74,0,0
36,434,0,0
36,56,0,1
36,98,0,0
36,76,0,0
36,504,0,1
36,54,0,1
36,106,0,0
36,24,0,0
36,58,0,0
36,82,0,0
36,56,0,1
36,100,0,0
36,64,0,0
36,28,0,0
36,142,0,0
36,450,0,1
