Deck size,Moves,Variant,Winner
20,12,0,0
20,167,0,1
20,24,0,1
20,112,0,1
20,64,0,1
20,100,0,1
20,28,0,1
20,106,0,1
20,318,0,1
20,51,0,1
20,181,0,1
20,72,0,1
20,115,0,0
20,121,0,1
20,23,0,1
20,19,0,1
20,182,0,0
20,32,0,0
20,31,0,0
20,69,0,0
20,74,0,1
20,47,0,1
20,18,0,1
20,55,0,1
20,78,0,1
20,70,0,0
20,10,0,0
20,31,0,1
20,86,0,0
20,50,0,0
20,58,0,0
20,48,0,1
20,71,0,0
20,19,0,0
20,57,0,0
20,26,0,1
20,60,0,1
20,22,0,1
20,70,0,0
20,24,0,0
20,26,0,0
20,64,0,0
20,107,0,1
20,73,0,0
20,228,0,0
20,56,0,0
20,89,0,1
20,55,0,0
20,47,0,0
20,47,0,1
20,127,0,0
20,17,0,0
20,104,0,0
20,113,0,1
20,116,0,0
20,23,0,1
20,26,0,1
20,20,0,1
20,162,0,1
20,85,0,0
20,50,0,0
20,38,0,1
20,45,0,1
20,14,0,1
20,19,0,1
20,64,0,0
20,19,0,0
20,537,0,0
20,224,0,1
20,138,0,0
20,24,0,0
20,239,0,0
20,18,0,0
20,16,0,0
20,36,0,0
20,74,0,0
20,30,0,0
20,112,0,0
20,22,0,0
20,60,0,0
20,59,0,0
20,81,0,0
20,39,0,0
20,142,0,0
20,203,0,0
20,12,0,0
20,84,0,0
20,50,0,0
20,63,0,0
20,146,0,1
20,16,0,1
20,68,0,1
20,86,0,1
20,82,0,1
20,38,0,1
20,125,0,0
20,63,0,0
20,54,0,0
20,152,0,1
20,16,0,1
20,30,0,1
20,69,0,1
20,51,0,1
20,51,0,1
20,100,0,0
20,20,0,0
20,165,0,0
20,27,0,0
20,82,0,0
20,-1,0,0
20,199,0,0
20,11,0,0
20,139,0,1
20,79,0,1
20,24,0,1
20,124,0,1
20,52,0,0
20,48,0,0
20,36,0,0
20,132,0,1
20,55,0,1
20,26,0,1
20,229,0,1
20,37,0,1
20,68,0,1
20,62,0,1
20,22,0,1
20,33,0,1
20,59,0,0
20,12,0,0
20,40,0,0
20,36,0,0
20,100,0,0
20,101,0,0
20,107,0,1
20,65,0,1
20,138,0,1
20,33,0,0
20,46,0,0
20,343,0,0
20,34,0,0
20,57,0,1
20,22,0,1
20,66,0,0
20,58,0,0
20,-1,0,0
20,12,0,1
20,23,0,1
20,153,0,0
20,138,0,1
20,59,0,0
20,131,0,0
20,36,0,0
20,60,0,1
20,99,0,0
20,149,0,1
20,65,0,0
20,81,0,1
20,100,0,1
20,24,0,1
20,90,0,1
20,28,0,1
20,117,0,0
20,24,0,0
20,20,0,0
20,91,0,0
20,98,0,1
20,88,0,1
20,40,0,1
20,292,0,1
20,90,0,1
20,28,0,1
20,45,0,1
20,25,0,1
20,15,0,1
20,53,0,1
20,21,0,1
20,65,0,0
20,37,0,1
20,56,0,1
20,46,0,0
20,363,0,0
20,54,0,1
20,14,0,1
20,61,0,0
20,96,0,1
20,82,0,1
20,84,0,0
20,52,0,0
20,66,0,1
20,82,0,1
20,12,0,1
20,37,0,1
20,54,0,1
20,96,0,0
20,388,0,0
20,130,0,1
20,26,0,1
20,29,0,1
20,62,0,0
20,32,0,1
20,20,0,1
20,44,0,1
20,-1,0,1
20,298,0,1
20,190,0,0
20,42,0,0
20,108,0,1
20,14,0,1
20,44,0,1
20,17,0,1
20,38,0,1
20,140,0,0
20,230,0,0
20,86,0,0
20,29,0,0
20,80,0,0
20,30,0,1
20,120,0,1
20,20,0,1
20,86,0,1
20,117,0,0
20,28,0,0
20,88,0,0
20,79,0,0
20,33,0,0
20,120,0,0
20,58,0,1
20,42,0,0
20,-1,0,0
20,23,0,1
20,44,0,1
20,47,0,0
20,17,0,1
20,104,0,1
20,38,0,1
20,52,0,0
20,47,0,0
20,18,0,0
20,48,0,0
20,60,0,0
20,32,0,0
20,61,0,1
20,54,0,1
20,13,0,1
20,16,0,1
20,63,0,1
20,75,0,1
20,198,0,1
20,165,0,1
20,271,0,1
20,88,0,1
20,28,0,1
20,100,0,1
20,25,0,1
20,57,0,0
20,24,0,0
20,36,0,0
20,376,0,1
20,129,0,0
20,117,0,1
20,247,0,1
20,24,0,1
20,115,0,0
20,73,0,0
20,299,0,1
20,46,0,0
20,33,0,0
20,52,0,0
20,71,0,1
20,18,0,1
20,112,0,1
20,163,0,0
20,101,0,0
20,26,0,1
20,72,0,0
20,615,0,0
20,24,0,0
20,179,0,0
20,46,0,0
20,52,0,0
20,10,0,0
20,13,0,0
20,128,0,0
20,15,0,0
20,158,0,0
20,-1,0,0
20,218,0,1
20,85,0,0
20,20,0,0
20,40,0,0
20,34,0,0
20,-1,0,0
20,18,0,1
20,26,0,1
20,13,0,1
20,16,0,1
20,-1,0,1
20,141,0,1
20,35,0,1
20,22,0,1
20,151,0,0
20,15,0,0
20,64,0,1
20,117,0,0
20,41,0,0
20,46,0,1
20,112,0,0
20,65,0,1
20,88,0,0
20,96,0,1
20,-1,0,1
20,136,0,0
20,19,0,0
20,73,0,0
20,28,0,0
20,129,0,0
20,30,0,1
20,25,0,1
20,180,0,1
20,18,0,1
20,48,0,0
20,48,0,0
20,36,0,0
20,39,0,1
20,26,0,1
20,14,0,1
20,18,0,1
20,36,0,1
20,12,0,1
20,53,0,1
20,53,0,1
20,72,0,0
20,79,0,0
20,170,0,1
20,18,0,1
20,174,0,1
20,14,0,1
20,20,0,1
20,227,0,1
20,77,0,1
20,89,0,0
20,14,0,0
20,70,0,1
